Date,Close_Price
2023-04-16,73.75421111034996
2023-04-17,77.52658291277102
2023-04-18,77.87573853843469
2023-04-19,78.39083931988023
2023-04-20,78.24194748834789
2023-04-21,74.40440505774981
2023-04-22,74.35137730685138
2023-04-23,74.47183772673343
2023-04-24,79.39832195170399
2023-04-25,79.01360002214176
2023-04-26,79.61669470680897
2023-04-27,79.54727116739849
2023-04-28,77.20991509215943
2023-04-29,79.49556072118946
2023-04-30,80.99942678656302
2023-05-01,82.58149068064911
2023-05-02,80.76271577105963
2023-05-03,83.56830439293182
2023-05-04,80.76460226734727
2023-05-05,81.93831645494781
2023-05-06,86.31922770656777
2023-05-07,84.33815505630639
2023-05-08,83.20555959710084
2023-05-09,83.40486232727613
2023-05-10,82.39791101904373
2023-05-11,79.29658415691146
2023-05-12,79.43371010652352
2023-05-13,77.30910267907132
2023-05-14,78.25628754034167
2023-05-15,76.41743907187407
2023-05-16,79.51730788190915
2023-05-17,77.95080129723667
2023-05-18,77.30667826482532
2023-05-19,78.93371269956467
2023-05-20,76.47198406669675
2023-05-21,76.926903935905
2023-05-22,79.54118944446986
2023-05-23,76.3262229753474
2023-05-24,76.69549069241202
2023-05-25,77.21525628090886
2023-05-26,78.77890202446348
2023-05-27,76.30500060270731
2023-05-28,73.66408737653876
2023-05-29,74.70797050777256
2023-05-30,75.30193985423892
2023-05-31,75.80292555493068
2023-06-01,76.49582197392463
2023-06-02,75.13577253076765
2023-06-03,75.60027992508967
2023-06-04,76.18642487168702
2023-06-05,74.75772203563429
2023-06-06,78.4892710579238
2023-06-07,79.43693689974737
2023-06-08,77.05432990534207
2023-06-09,78.36743712260974
2023-06-10,76.41807378215509
2023-06-11,77.99224298964
2023-06-12,80.3094341476548
2023-06-13,78.66806951095138
2023-06-14,80.59482176944003
2023-06-15,81.42038362331303
2023-06-16,83.064503943302
2023-06-17,86.8580899086099
2023-06-18,86.36731367660416
2023-06-19,84.85984134788917
2023-06-20,83.08081248863813
2023-06-21,81.44919191870726
2023-06-22,81.29498849987905
2023-06-23,81.97729244951233
2023-06-24,82.53067404817237
2023-06-25,84.18504054624442
2023-06-26,84.21104433000023
2023-06-27,87.11811248431486
2023-06-28,86.58879881783895
2023-06-29,92.02913715101819
2023-06-30,93.28047184654821
2023-07-01,91.56615673371564
2023-07-02,89.42437173759342
2023-07-03,90.38931656807978
2023-07-04,89.94239099742808
2023-07-05,91.37039198561227
2023-07-06,92.31686723475936
2023-07-07,92.17120940944561
2023-07-08,90.4776219733088
2023-07-09,87.44792752393707
2023-07-10,86.55489761980303
2023-07-11,88.26769520844998
2023-07-12,88.69588269671038
2023-07-13,86.20440513928641
2023-07-14,86.55076699098876
2023-07-15,87.32140175044644
2023-07-16,85.55368687804418
2023-07-17,85.86113708993523
2023-07-18,85.97755452682723
2023-07-19,83.69161393116599
2023-07-20,84.40718865186255
2023-07-21,85.52875770459902
2023-07-22,87.69486019094957
2023-07-23,89.80246429501938
2023-07-24,87.0471255591052
2023-07-25,85.17147547927495
2023-07-26,86.20154601369227
2023-07-27,87.2291179155167
2023-07-28,88.25921328812879
2023-07-29,95.96467626943823
2023-07-30,97.10645729082457
2023-07-31,99.37758857118575
2023-08-01,101.28559209817216
2023-08-02,102.58837460078377
2023-08-03,101.95783611150307
2023-08-04,103.4757745524896
2023-08-05,101.93012412341446
2023-08-06,101.45648690993444
2023-08-07,100.48575981427624
2023-08-08,100.64950809304888
2023-08-09,105.2788252263959
2023-08-10,101.5442948412124
2023-08-11,102.91681522196143
2023-08-12,99.69138347958213
2023-08-13,98.74751974800326
2023-08-14,100.92542094193799
2023-08-15,101.05398098012891
2023-08-16,98.8984914242703
2023-08-17,97.46788400575036
2023-08-18,98.82707950361971
2023-08-19,97.36634624018545
2023-08-20,97.79926341934939
2023-08-21,97.89040709915702
2023-08-22,96.58720640394539
2023-08-23,100.87509458259603
2023-08-24,102.14293262723206
2023-08-25,98.09264745391684
2023-08-26,98.4655560834557
2023-08-27,97.14198315391893
2023-08-28,98.84684982351138
2023-08-29,97.26180834664598
2023-08-30,97.03233546371217
2023-08-31,98.04231002167309
2023-09-01,99.77382041001333
2023-09-02,97.37322759590178
2023-09-03,96.70422512421989
2023-09-04,95.75433450189797
2023-09-05,94.44767603675055
2023-09-06,97.97858451731274
2023-09-07,98.78854793923465
2023-09-08,96.26678003056456
2023-09-09,98.10250392467411
